transport,departure,arrival,passengers
avia,Волгоград,Мурманск,144
avia,Красноярск,Нижневартовск,159
avia,Новосибирск,Саранск,160
avia,Оренбург,Ростов-на-Дону,150
avia,Сочи,Орск,128
avia,Якутск,Белая Гора,121
avia,Мурманск,Владикавказ,106
avia,Удачный,Сургут,132
avia,Норильск,Самара,95
avia,Астрахань,Калининград,130
avia,Братск,Ростов-на-Дону,103
avia,Оренбург,Иркутск,123
avia,Жиганск,Якутск,126
avia,Санкт-Петербург,Петропавловск-Камчатский,93
avia,Нерюнгри,Краснодар,96
avia,Череповец,Мурманск,123
avia,Сочи,Якутск,120
avia,Якутск,Нижний Новгород,104
avia,Анапа,Магнитогорск,98
avia,Белгород,Самара,107
avia,Назрань,Самара,105
avia,Петрозаводск,Киров,102
avia,Астрахань,Уфа,100
avia,Владивосток,Калининград,126
avia,Анапа,Чита,102
avia,Южно-Сахалинск,Магадан,101
avia,Геленджик,Казань,98
avia,Краснодар,Курган,117
avia,Салехард,Саранск,109
avia,Уфа,Братск,127
avia,Симферополь (Крым),Улан-Удэ,132
avia,Сургут,Чита,106
avia,Челябинск,Волгоград,131
avia,Мирный,Сочи,117
avia,Красноярск,Благовещенск,131
avia,Нюрба,Якутск,133
avia,Петропавловск-Камчатский,Красноярск,105
avia,Самара,Ставрополь,109
avia,Челябинск,Петропавловск-Камчатский,129
avia,Белгород,Тюмень,115
avia,Благовещенск,Самара,125
avia,Нижневартовск,Белгород,114
avia,Омск,Ноябрьск,110
avia,Ростов-на-Дону,Магнитогорск,104
avia,Чита,Калининград,96
avia,Владикавказ,Ульяновск,101
avia,Магнитогорск,Архангельск,105
avia,Норильск,Сургут,128
avia,Самара,Геленджик,130
avia,Туруханск,Красноярск,104
avia,Астрахань,Мурманск,106
avia,Новый Уренгой,Иркутск,131
avia,Оренбург,Минеральные Воды,95
avia,Сургут,Берёзово,112
avia,Калининград,Сургут,93
avia,Омск,Магадан,128
avia,Симферополь (Крым),Ноябрьск,109
avia,Барнаул,Чита,121
avia,Самара,Астрахань,116
avia,Ноябрьск,Саратов,109
avia,Мирный,Челябинск,128
avia,Красноярск,Ижевск,124
avia,Минеральные Воды,Благовещенск,129
avia,Нарьян-Мар,Сыктывкар,117
avia,Ростов-на-Дону,Абакан,120
avia,Барнаул,Новый Уренгой,131
avia,Геленджик,Санкт-Петербург,115
avia,Краснодар,Мирный,117
avia,Нижний Новгород,Махачкала,119
avia,Салехард,Томск,125
avia,Саранск,Нальчик,112
avia,Ханты-Мансийск,Симферополь (Крым),120
avia,Омск,Хабаровск,118
avia,Ухта,Уфа,102
avia,Новокузнецк,Калининград,102
avia,Саратов,Южно-Сахалинск,123
avia,Челябинск,Иркутск,127
avia,Иркутск,Челябинск,132
avia,Ижевск,Красноярск,114
avia,Москва,Усть-Кут,114
avia,Назрань,Новый Уренгой,120
avia,Томск,Белгород,125
avia,Уфа,Астрахань,126
avia,Архангельск,Новый Уренгой,104
avia,Красноярск,Нижнекамск,97
avia,Норильск,Челябинск,141
avia,Ставрополь,Пермь,98
avia,Тюмень,Белгород,129
avia,Челябинск,Белгород,123
avia,Уфа,Оренбург,110
avia,Владивосток,Омск,108
avia,Казань,Геленджик,134
avia,Нижний Новгород,Абакан,98
avia,Сочи,Пенза,119
avia,Благовещенск,Оренбург,104
avia,Омск,Назрань,125
avia,Белгород,Волгоград,106
avia,Томск,Тюмень,114
avia,Сыктывкар,Нарьян-Мар,121
avia,Зырянка,Якутск,96
avia,Калининград,Киров,113
avia,Надым,Омск,118
avia,Талакан,Омск,134
avia,Хабаровск,Челябинск,111
avia,Усинск,Минеральные Воды,121
avia,Южно-Сахалинск,Тюмень,105
avia,Екатеринбург,Назрань,105
avia,Саратов,Белгород,118
avia,Ставрополь,Архангельск,104
avia,Ханты-Мансийск,Урай,105
avia,Иркутск,Нижневартовск,131
avia,Кемерово,Нижнекамск,101
avia,Омсукчан,Магадан,107
avia,Сыктывкар,Иркутск,136
avia,Ульяновск,Белгород,126
avia,Нальчик,Екатеринбург,108
avia,Ноябрьск,Ростов-на-Дону,95
avia,Челябинск,Липецк,114
avia,Оренбург,Якутск,96
avia,Ульяновск,Челябинск,129
avia,Анапа,Якутск,107
avia,Минеральные Воды,Абакан,126
avia,Краснодар,Липецк,115
avia,Мурманск,Нарьян-Мар,98
avia,Ноябрьск,Казань,105
avia,Пермь,Ставрополь,124
avia,Астрахань,Самара,115
avia,Надым,Воронеж,103
avia,Нальчик,Пермь,125
avia,Петропавловск-Камчатский,Магадан,97
avia,Тюмень,Петрозаводск,135
avia,Екатеринбург,Горно-Алтайск,125
avia,Воронеж,Оренбург,98
avia,Сургут,Ульяновск,103
avia,Улан-Удэ,Калининград,128
avia,Владикавказ,Уфа,129
avia,Норильск,Тюмень,125
avia,Чебоксары,Тюмень,129
avia,Петрозаводск,Сочи,128
avia,Архангельск,Грозный,108
avia,Сочи,Хабаровск,128
avia,Иркутск,Бугульма,94
avia,Нерюнгри,Ростов-на-Дону,111
avia,Иркутск,Астрахань,122
avia,Саратов,Иркутск,125
avia,Чебоксары,Благовещенск,110
avia,Якутск,Оренбург,128
avia,Минеральные Воды,Ульяновск,103
avia,Чита,Челябинск,108
avia,Махачкала,Новосибирск,102
avia,Талакан,Казань,120
avia,Барнаул,Ростов-на-Дону,122
avia,Пермь,Иркутск,104
avia,Томск,Липецк,125
avia,Уфа,Грозный,132
avia,Якутск,Астрахань,101
avia,Минеральные Воды,Салехард,117
avia,Саратов,Якутск,122
avia,Астрахань,Сургут,132
avia,Ульяновск,Томск,140
avia,Анапа,Ульяновск,121
avia,Белоярский,Уфа,100
avia,Ижевск,Минеральные Воды,112
avia,Калининград,Нижнекамск,101
avia,Красноярск,Владикавказ,99
avia,Самара,Хабаровск,128
avia,Тюмень,Саратов,115
avia,Благовещенск,Тюмень,115
avia,Ростов-на-Дону,Надым,119
avia,Чита,Магадан,102
avia,Грозный,Оренбург,103
avia,Красный Чикой,Иркутск,133
avia,Белгород,Владикавказ,113
avia,Салехард,Нижневартовск,103
avia,Ростов-на-Дону,Кемерово,95
avia,Самара,Владикавказ,106
avia,Якутск,Саратов,107
avia,Братск,Симферополь (Крым),115
avia,Сыктывкар,Нижневартовск,113
avia,Анапа,Оренбург,108
avia,Краснодар,Абакан,125
avia,Архангельск,Владивосток,136
avia,Сургут,Петрозаводск,121
avia,Абакан,Краснодар,109
avia,Барнаул,Ставрополь,131
avia,Владикавказ,Новосибирск,112
avia,Екатеринбург,Нальчик,104
avia,Ставрополь,Владивосток,120
avia,Кемерово,Пенза,102
avia,Ульяновск,Владикавказ,103
avia,Анапа,Мурманск,114
avia,Северо-Енисейский,Тюмень,99
avia,Сургут,Астрахань,99
avia,Орск,Краснодар,101
avia,Ижевск,Норильск,134
avia,Самара,Якутск,124
avia,Казань,Надым,116
avia,Благовещенск,Якутск,109
avia,Мурманск,Нижневартовск,98
avia,Ростов-на-Дону,Новокузнецк,118
avia,Калининград,Анадырь,110
avia,Самара,Махачкала,131
avia,Саратов,Томск,108
avia,Когалым,Краснодар,109
avia,Ижевск,Иркутск,113
avia,Махачкала,Саранск,100
avia,Челябинск,Салехард,105
avia,Екатеринбург,Грозный,112
avia,Пенза,Сочи,98
avia,Томск,Анапа,131
avia,Омск,Петрозаводск,97
avia,Владикавказ,Чита,130
avia,Екатеринбург,Петропавловск-Камчатский,138
avia,Норильск,Ульяновск,128
avia,Чебоксары,Якутск,128
avia,Астрахань,Нижнекамск,102
avia,Новый Уренгой,Калининград,96
avia,Хабаровск,Омск,129
avia,Петрозаводск,Челябинск,124
avia,Архангельск,Магнитогорск,102
avia,Нижнекамск,Сургут,91
avia,Талакан,Уфа,95
avia,Якутск,Анапа,112
avia,Белая Гора,Якутск,119
avia,Пермь,Мурманск,110
avia,Астрахань,Иркутск,112
avia,Оренбург,Грозный,99
avia,Ростов-на-Дону,Саранск,101
avia,Сочи,Анапа,129
avia,Анапа,Новокузнецк,107
avia,Надым,Минеральные Воды,109
avia,Салехард,Воронеж,120
avia,Нерюнгри,Екатеринбург,124
avia,Сургут,Нягань,124
avia,Геленджик,Сургут,100
avia,Архангельск,Сургут,121
avia,Братск,Анапа,98
avia,Якутск,Чебоксары,116
avia,Мурманск,Новый Уренгой,129
avia,Нижневартовск,Назрань,120
avia,Сыктывкар,Воркута,130
avia,Хабаровск,Анапа,122
avia,Улан-Удэ,Челябинск,125
avia,Краснодар,Усинск,131
avia,Махачкала,Екатеринбург,128
avia,Самара,Назрань,117
avia,Сыктывкар,Томск,112
avia,Самара,Ханты-Мансийск,104
avia,Екатеринбург,Кемерово,117
avia,Архангельск,Оренбург,93
avia,Ростов-на-Дону,Нерюнгри,113
avia,Белгород,Надым,100
avia,Волгоград,Иркутск,131
avia,Самара,Киров,140
avia,Мурманск,Ярославль,118
avia,Ростов-на-Дону,Чита,132
avia,Белгород,Норильск,119
avia,Владикавказ,Тюмень,102
avia,Саратов,Минеральные Воды,113
avia,Мурманск,Сургут,109
avia,Ростов-на-Дону,Томск,116
avia,Сочи,Благовещенск,115
avia,Ульяновск,Ноябрьск,104
avia,Белоярский,Краснодар,99
avia,Новокузнецк,Ростов-на-Дону,132
avia,Калининград,Красноярск,108
avia,Астрахань,Якутск,112
avia,Талакан,Самара,106
avia,Симферополь (Крым),Южно-Сахалинск,102
avia,Ростов-на-Дону,Воронеж,107
avia,Екатеринбург,Нерюнгри,109
avia,Магадан,Омск,121
avia,Нижний Новгород,Новокузнецк,127
avia,Геленджик,Нижний Новгород,137
avia,Мурманск,Петропавловск-Камчатский,118
avia,Нижневартовск,Омск,135
avia,Ульяновск,Воронеж,125
avia,Ноябрьск,Самара,98
avia,Урай,Ханты-Мансийск,112
avia,Воронеж,Астрахань,123
avia,Ижевск,Ростов-на-Дону,105
avia,Печора,Сыктывкар,110
avia,Челябинск,Чита,104
avia,Барнаул,Нижнекамск,128
avia,Владикавказ,Белгород,133
avia,Краснодар,Магнитогорск,115
avia,Норильск,Екатеринбург,92
avia,Пермь,Воронеж,135
avia,Кемерово,Владикавказ,121
avia,Красноярск,Оренбург,114
avia,Якутск,Хандыга,115
avia,Когалым,Минеральные Воды,102
avia,Мирный,Уфа,134
avia,Красноярск,Бугульма,131
avia,Махачкала,Симферополь (Крым),113
avia,Новосибирск,Воронеж,112
avia,Назрань,Нижневартовск,100
avia,Уфа,Якутск,97
avia,Кострома,Санкт-Петербург,108
avia,Пермь,Пенза,126
avia,Саратов,Нижний Новгород,129
avia,Петропавловск-Камчатский,Архангельск,104
avia,Симферополь (Крым),Белгород,113
avia,Ставрополь,Барнаул,110
avia,Белгород,Архангельск,123
avia,Казань,Саратов,120
avia,Белгород,Ульяновск,132
avia,Махачкала,Омск,104
avia,Назрань,Ханты-Мансийск,104
avia,Мурманск,Ноябрьск,93
avia,Белгород,Салехард,110
avia,Якутск,Чокурдах,110
avia,Ижевск,Мурманск,125
avia,Нарьян-Мар,Екатеринбург,132
avia,Петропавловск-Камчатский,Сочи,107
avia,Геленджик,Барнаул,104
avia,Благовещенск,Челябинск,107
avia,Ноябрьск,Воронеж,105
avia,Челябинск,Владикавказ,97
avia,Астрахань,Петрозаводск,114
avia,Нижнекамск,Волгоград,126
avia,Махачкала,Салехард,99
avia,Петропавловск-Камчатский,Краснодар,125
avia,Челябинск,Петрозаводск,112
avia,Барнаул,Геленджик,139
avia,Томск,Саратов,120
avia,Воронеж,Ноябрьск,123
avia,Иркутск,Ижевск,133
avia,Уфа,Ухта,121
avia,Белгород,Екатеринбург,104
avia,Киров,Калининград,102
avia,Владикавказ,Улан-Удэ,95
avia,Екатеринбург,Оренбург,104
avia,Казань,Сыктывкар,123
avia,Магадан,Якутск,115
avia,Норильск,Ставрополь,109
avia,Якутск,Симферополь (Крым),102
avia,Грозный,Белгород,93
avia,Мирный,Екатеринбург,131
avia,Новосибирск,Астрахань,106
avia,Аян,Хабаровск,115
avia,Благовещенск,Минеральные Воды,95
avia,Воронеж,Красноярск,117
avia,Минеральные Воды,Кемерово,100
avia,Санкт-Петербург,Братск,113
avia,Владикавказ,Омск,126
avia,Геленджик,Тюмень,100
avia,Кемерово,Самара,114
avia,Советский,Санкт-Петербург,113
avia,Екатеринбург,Чебоксары,101
avia,Калининград,Грозный,103
avia,Салехард,Архангельск,128
avia,Сочи,Магнитогорск,107
avia,Норильск,Иркутск,98
avia,Якутск,Минеральные Воды,114
avia,Красноярск,Пенза,128
avia,Минеральные Воды,Петропавловск-Камчатский,136
avia,Нижневартовск,Мирный,114
avia,Мама,Иркутск,117
avia,Новокузнецк,Екатеринбург,97
avia,Ноябрьск,Минеральные Воды,129
avia,Пермь,Талакан,130
avia,Саратов,Ханты-Мансийск,101
avia,Владивосток,Архангельск,118
avia,Ульяновск,Сургут,97
avia,Волгоград,Чита,103
avia,Петропавловск-Камчатский,Мурманск,95
avia,Назрань,Новосибирск,105
avia,Томск,Барнаул,116
avia,Якутск,Жиганск,127
avia,Нижневартовск,Владикавказ,125
avia,Улан-Удэ,Минеральные Воды,105
avia,Белгород,Магадан,134
avia,Волгоград,Барнаул,129
avia,Астрахань,Новосибирск,131
avia,Якутск,Тюмень,114
avia,Назрань,Челябинск,86
avia,Ноябрьск,Тамбов,71
avia,Челябинск,Новокузнецк,47
avia,Барнаул,Благовещенск,87
avia,Барнаул,Оренбург,51
avia,Владивосток,Ноябрьск,51
avia,Екатеринбург,Братск,88
avia,Тамбов,Мурманск,58
avia,Благовещенск,Омск,48
avia,Минеральные Воды,Мирный,60
avia,Нерюнгри,Уфа,81
avia,Чита,Владикавказ,64
avia,Калининград,Калуга,47
avia,Владикавказ,Симферополь (Крым),83
avia,Краснодар,Нягань,62
avia,Самара,Благовещенск,79
avia,Ставрополь,Мурманск,82
avia,Иркутск,Пермь,50
avia,Кемерово,Тюмень,59
avia,Чумикан,Хабаровск,76
avia,Белгород,Уфа,81
avia,Нижний Новгород,Хабаровск,51
avia,Калининград,Кемерово,67
avia,Курск,Уфа,72
avia,Нижнекамск,Новосибирск,51
avia,Салехард,Грозный,84
avia,Санкт-Петербург,Советский,78
avia,Хабаровск,Чебоксары,56
avia,Усинск,Курган,76
avia,Архангельск,Барнаул,84
avia,Сургут,Пенза,46
avia,Уфа,Пенза,56
avia,Абакан,Анапа,80
avia,Грозный,Архангельск,52
avia,Краснодар,Нерюнгри,71
avia,Магадан,Нижний Новгород,67
avia,Салехард,Ханты-Мансийск,56
avia,Саранск,Челябинск,60
avia,Братск,Белгород,73
avia,Геленджик,Иркутск,70
avia,Ростов-на-Дону,Орск,56
avia,Ульяновск,Архангельск,79
avia,Чита,Ставрополь,70
avia,Екатеринбург,Ульяновск,86
avia,Калининград,Владивосток,64
avia,Назрань,Омск,74
avia,Новокузнецк,Новосибирск,71
avia,Оренбург,Хабаровск,75
avia,Ульяновск,Хабаровск,50
avia,Пермь,Томск,74
avia,Красноярск,Геленджик,78
avia,Махачкала,Ханты-Мансийск,78
avia,Сургут,Мурманск,51
avia,Челябинск,Томск,58
avia,Магадан,Волгоград,73
avia,Архангельск,Петропавловск-Камчатский,75
avia,Хабаровск,Астрахань,71
avia,Минеральные Воды,Орск,63
avia,Улан-Удэ,Ростов-на-Дону,47
avia,Анапа,Белгород,67
avia,Магнитогорск,Новокузнецк,69
avia,Николаевск-на-Амуре,Комсомольск-на-Амуре,75
avia,Киров,Ханты-Мансийск,64
avia,Новый Уренгой,Нерюнгри,83
avia,Нальчик,Новый Уренгой,49
avia,Сургут,Иркутск,82
avia,Барнаул,Грозный,75
avia,Новый Уренгой,Ханты-Мансийск,84
avia,Ханты-Мансийск,Калининград,46
avia,Усть-Нера,Иркутск,81
avia,Якутск,Волгоград,64
avia,Томск,Ставрополь,54
avia,Абакан,Тюмень,54
avia,Киров,Самара,66
avia,Казань,Талакан,47
avia,Чебоксары,Сочи,46
avia,Мурманск,Томск,51
avia,Белоярский,Новосибирск,58
avia,Новосибирск,Нижнекамск,73
avia,Ижевск,Архангельск,69
avia,Самара,Норильск,44
avia,Анапа,Пенза,57
avia,Краснодар,Астрахань,56
avia,Пенза,Волгоград,73
avia,Архангельск,Геленджик,74
avia,Сочи,Улан-Удэ,59
avia,Воронеж,Махачкала,83
avia,Нерюнгри,Омск,76
avia,Чита,Анапа,59
avia,Ижевск,Томск,79
avia,Магадан,Петропавловск-Камчатский,82
avia,Норильск,Ноябрьск,72
avia,Ставрополь,Иркутск,84
avia,Астрахань,Владивосток,81
avia,Братск,Ленск,64
avia,Геленджик,Ханты-Мансийск,75
avia,Иркутск,Норильск,50
avia,Мурманск,Салехард,54
avia,Новый Уренгой,Архангельск,74
avia,Оренбург,Благовещенск,86
avia,Сыктывкар,Красноярск,70
avia,Белгород,Ставрополь,75
avia,Нижнекамск,Белгород,84
avia,Назрань,Сыктывкар,47
avia,Петрозаводск,Самара,45
avia,Орск,Ростов-на-Дону,80
avia,Санкт-Петербург,Санкт-Петербург,75
avia,Хабаровск,Сыктывкар,59
avia,Благовещенск,Воронеж,79
avia,Ростов-на-Дону,Барнаул,60
avia,Воронеж,Благовещенск,68
avia,Симферополь (Крым),Нарьян-Мар,62
avia,Владикавказ,Ижевск,62
avia,Норильск,Казань,58
avia,Пермь,Грозный,75
avia,Уфа,Геленджик,45
avia,Бодайбо,Новосибирск,74
avia,Челябинск,Братск,73
avia,Красноярск,Пермь,67
avia,Мурманск,Новокузнецк,56
avia,Сыктывкар,Белгород,55
avia,Улан-Удэ,Усть-Нера,77
avia,Чита,Самара,75
avia,Минеральные Воды,Магнитогорск,65
avia,Волгоград,Надым,77
avia,Екатеринбург,Талакан,67
avia,Курск,Минеральные Воды,50
avia,Ульяновск,Сыктывкар,56
avia,Оренбург,Ханты-Мансийск,73
avia,Нальчик,Тюмень,75
avia,Симферополь (Крым),Кемерово,56
avia,Волгоград,Пенза,45
avia,Казань,Магнитогорск,84
avia,Пенза,Ханты-Мансийск,79
avia,Благовещенск,Сургут,63
avia,Ульяновск,Минеральные Воды,54
avia,Сургут,Хабаровск,82
avia,Чита,Ленск,83
avia,Липецк,Барнаул,63
avia,Волгоград,Благовещенск,72
avia,Казань,Хабаровск,74
avia,Нижнекамск,Астрахань,61
avia,Нальчик,Ижевск,69
avia,Петропавловск-Камчатский,Екатеринбург,80
avia,Симферополь (Крым),Братск,59
avia,Барнаул,Томск,44
avia,Ханты-Мансийск,Грозный,53
avia,Ставрополь,Ульяновск,84
avia,Калининград,Ульяновск,56
avia,Уфа,Томск,61
avia,Чита,Волгоград,59
avia,Калининград,Магадан,64
avia,Нижний Новгород,Салехард,75
avia,Самара,Братск,71
avia,Ульяновск,Нижний Новгород,81
avia,Новокузнецк,Казань,85
avia,Екатеринбург,Абакан,54
avia,Охотск,Николаевск-на-Амуре,56
avia,Красноярск,Киров,56
avia,Ростов-на-Дону,Братск,82
avia,Тюмень,Чебоксары,78
avia,Абакан,Ижевск,55
avia,Череповец,Омск,85
avia,Грозный,Екатеринбург,54
avia,Владикавказ,Нижний Новгород,46
avia,Нижний Новгород,Нижнекамск,86
avia,Братск,Владивосток,49
avia,Минеральные Воды,Симферополь (Крым),48
avia,Советский,Геленджик,77
avia,Новокузнецк,Пенза,86
avia,Самара,Нижнекамск,63
avia,Астрахань,Хабаровск,84
avia,Новый Уренгой,Нижневартовск,61
avia,Саккырыр,Якутск,74
avia,Санкт-Петербург,Петрозаводск,61
avia,Южно-Сахалинск,Махачкала,64
avia,Петрозаводск,Екатеринбург,82
avia,Воронеж,Абакан,47
avia,Калининград,Ноябрьск,79
avia,Нарьян-Мар,Минеральные Воды,65
avia,Самара,Южно-Сахалинск,71
avia,Симферополь (Крым),Мирный,85
avia,Челябинск,Ульяновск,68
avia,Геленджик,Магнитогорск,56
avia,Екатеринбург,Кызыл,66
avia,Магадан,Екатеринбург,85
avia,Норильск,Горно-Алтайск,56
avia,Пермь,Белгород,74
avia,Салехард,Саратов,53
avia,Саранск,Краснодар,68
avia,Ханты-Мансийск,Салехард,84
avia,Хабаровск,Нижневартовск,65
avia,Иркутск,Магнитогорск,69
avia,Красноярск,Ноябрьск,55
avia,Санкт-Петербург,Когалым,61
avia,Анапа,Благовещенск,47
avia,Чита,Пенза,62
avia,Белгород,Нижнекамск,57
avia,Магнитогорск,Ростов-на-Дону,69
avia,Магнитогорск,Симферополь (Крым),53
avia,Ставрополь,Томск,86
avia,Когалым,Казань,75
avia,Курган,Ростов-на-Дону,66
avia,Мирный,Сургут,49
avia,Нижнекамск,Иркутск,55
avia,Ижевск,Волгоград,83
avia,Красноярск,Бодайбо,59
avia,Владивосток,Анапа,46
avia,Назрань,Кемерово,70
avia,Якутск,Геленджик,70
avia,Томск,Уфа,62
avia,Красноярск,Надым,70
avia,Нижневартовск,Благовещенск,53
avia,Омск,Пермь,72
avia,Симферополь (Крым),Саранск,75
avia,Абакан,Якутск,62
avia,Киров,Саратов,84
avia,Екатеринбург,Петрозаводск,70
avia,Магнитогорск,Белгород,76
avia,Пермь,Омск,55
avia,Ставрополь,Норильск,64
avia,Тюмень,Абакан,51
avia,Астрахань,Нальчик,66
avia,Братск,Челябинск,80
avia,Киров,Красноярск,58
avia,Нижневартовск,Хабаровск,82
avia,Омск,Владикавказ,71
avia,Симферополь (Крым),Астрахань,60
avia,Анапа,Сыктывкар,52
avia,Кызыл,Томск,53
avia,Ханты-Мансийск,Белгород,78
avia,Благовещенск,Нижнекамск,82
avia,Владикавказ,Салехард,45
avia,Екатеринбург,Новокузнецк,80
avia,Норильск,Омск,52
avia,Ставрополь,Казань,47
avia,Геленджик,Южно-Сахалинск,47
avia,Кемерово,Саратов,78
avia,Оренбург,Воронеж,57
avia,Хабаровск,Комсомольск-на-Амуре,69
avia,Нижнекамск,Нижний Новгород,58
avia,Екатеринбург,Южно-Сахалинск,80
avia,Назрань,Тюмень,50
avia,Новокузнецк,Челябинск,82
avia,Надым,Красноярск,58
avia,Нижнекамск,Мурманск,84
avia,Хабаровск,Тюмень,81
avia,Ростов-на-Дону,Улан-Удэ,62
avia,Воронеж,Братск,49
avia,Минеральные Воды,Владивосток,79
avia,Ростов-на-Дону,Анадырь,70
avia,Сургут,Норильск,47
avia,Геленджик,Советский,51
avia,Владикавказ,Казань,76
avia,Казань,Новокузнецк,76
avia,Архангельск,Ставрополь,67
avia,Воронеж,Южно-Сахалинск,52
avia,Нижневартовск,Мурманск,71
avia,Симферополь (Крым),Чита,72
avia,Белгород,Петропавловск-Камчатский,54
avia,Минеральные Воды,Улан-Удэ,68
avia,Ноябрьск,Нижневартовск,58
avia,Пермь,Чебоксары,58
avia,Ставрополь,Южно-Сахалинск,87
avia,Якутск,Черский,75
avia,Владивосток,Волгоград,57
avia,Хабаровск,Пермь,64
avia,Южно-Сахалинск,Краснодар,59
avia,Пенза,Новокузнецк,61
avia,Москва,Усть-Нера,82
avia,Барнаул,Красноярск,81
avia,Волгоград,Якутск,84
avia,Магадан,Белгород,61
avia,Норильск,Астрахань,73
avia,Пенза,Челябинск,63
avia,Ханты-Мансийск,Новый Уренгой,49
avia,Ульяновск,Якутск,54
avia,Мурманск,Магнитогорск,73
avia,Анадырь,Якутск,59
avia,Липецк,Благовещенск,63
avia,Москва,Нягань,85
avia,Самара,Кемерово,46
avia,Саратов,Ноябрьск,78
avia,Челябинск,Благовещенск,69
avia,Мурманск,Чита,57
avia,Нижнекамск,Барнаул,48
avia,Нальчик,Калининград,80
avia,Казань,Горно-Алтайск,83
avia,Липецк,Архангельск,55
avia,Пенза,Назрань,49
avia,Тикси,Красноярск,63
avia,Благовещенск,Пенза,54
avia,Сургут,Абакан,57
avia,Абакан,Ставрополь,84
avia,Белгород,Воркута,75
avia,Каргасок,Томск,81
avia,Владикавказ,Сургут,52
avia,Казань,Ставрополь,86
avia,Магадан,Челябинск,67
avia,Саратов,Магнитогорск,56
avia,Ставрополь,Нижнекамск,83
avia,Томск,Челябинск,63
avia,Уфа,Назрань,53
avia,Горно-Алтайск,Уфа,68
avia,Нижневартовск,Сыктывкар,59
avia,Новый Уренгой,Грозный,81
avia,Ульяновск,Новый Уренгой,55
avia,Новокузнецк,Нижнекамск,47
avia,Махачкала,Петропавловск-Камчатский,76
avia,Астрахань,Чебоксары,66
avia,Абакан,Воронеж,79
avia,Кызыл,Казань,61
avia,Надым,Ростов-на-Дону,73
avia,Талакан,Ростов-на-Дону,61
avia,Благовещенск,Липецк,82
avia,Саратов,Салехард,62
avia,Иркутск,Белгород,59
avia,Нерюнгри,Ленск,66
avia,Санкт-Петербург,Белоярский,46
avia,Тюмень,Чита,60
avia,Грозный,Мурманск,46
avia,Нижний Новгород,Нижний Новгород,72
avia,Норильск,Нижневартовск,83
avia,Пермь,Магадан,46
avia,Салехард,Чита,74
avia,Саратов,Братск,73
avia,Братск,Воронеж,45
avia,Геленджик,Нижневартовск,55
avia,Иркутск,Нижний Новгород,68
avia,Нижневартовск,Новый Уренгой,70
avia,Ростов-на-Дону,Петропавловск-Камчатский,54
avia,Советский,Краснодар,72
avia,Сыктывкар,Казань,73
avia,Белгород,Саратов,75
avia,Нерюнгри,Сургут,75
avia,Волгоград,Норильск,76
avia,Назрань,Салехард,70
avia,Новокузнецк,Пермь,54
avia,Салехард,Абакан,72
avia,Петрозаводск,Минеральные Воды,64
avia,Петропавловск-Камчатский,Якутск,65
avia,Сургут,Нерюнгри,50
avia,Челябинск,Хабаровск,44
avia,Владикавказ,Барнаул,64
avia,Саранск,Красноярск,61
avia,Ханты-Мансийск,Самара,81
avia,Уфа,Владикавказ,69
avia,Якутск,Магадан,76
avia,Хабаровск,Ульяновск,46
avia,Кемерово,Астрахань,63
avia,Сыктывкар,Анадырь,58
avia,Ухта,Тюмень,56
avia,Анапа,Владивосток,71
avia,Чита,Пермь,78
avia,Магнитогорск,Саратов,78
avia,Екатеринбург,Ставрополь,67
avia,Тюмень,Геленджик,62
avia,Грозный,Симферополь (Крым),44
avia,Иркутск,Усть-Нера,73
avia,Петропавловск-Камчатский,Махачкала,70
avia,Сургут,Калининград,63
avia,Владивосток,Астрахань,72
avia,Владивосток,Сочи,76
avia,Липецк,Симферополь (Крым),69
avia,Новый Уренгой,Якутск,85
avia,Тюмень,Благовещенск,69
avia,Воронеж,Пенза,63
avia,Красноярск,Назрань,59
avia,Минеральные Воды,Новокузнецк,67
avia,Сургут,Урай,61
avia,Уфа,Южно-Сахалинск,76
avia,Анадырь,Калининград,55
avia,Комсомольск-на-Амуре,Николаевск-на-Амуре,77
avia,Магнитогорск,Геленджик,49
avia,Пермь,Оренбург,51
avia,Саратов,Нижнекамск,50
avia,Ростов-на-Дону,Ухта,64
avia,Анапа,Саратов,78
avia,Ноябрьск,Сочи,77
avia,Сургут,Владивосток,71
avia,Челябинск,Нижнекамск,74
avia,Барнаул,Архангельск,81
avia,Владивосток,Нижневартовск,61
avia,Казань,Владикавказ,61
avia,Краснодар,Белгород,69
avia,Кызыл,Тюмень,54
avia,Ставрополь,Абакан,76
avia,Калининград,Талакан,56
avia,Красноярск,Липецк,59
avia,Минеральные Воды,Курск,58
avia,Мурманск,Бугульма,71
avia,Новосибирск,Новокузнецк,60
avia,Абакан,Омск,51
avia,Чита,Братск,77
avia,Иркутск,Саратов,74
avia,Норильск,Пермь,68
avia,Ставрополь,Магадан,57
avia,Чебоксары,Волгоград,73
avia,Кемерово,Сочи,44
avia,Нижнекамск,Самара,66
avia,Назрань,Ульяновск,54
avia,Нижнекамск,Назрань,82
avia,Усинск,Калининград,62
avia,Архангельск,Апатиты,45
avia,Самара,Ухта,53
avia,Воронеж,Воронеж,51
avia,Ижевск,Ставрополь,78
avia,Минеральные Воды,Грозный,80
avia,Москва,Южно-Курильск,50
avia,Череповец,Минеральные Воды,70
avia,Барнаул,Самара,71
