;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
81;82;Усть-Куйга;Sakha;Ust-Yansky District;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
82;83;Анадырь;Chukotka;Anadyrskiy;"[ 0.50679171  0.38427298  0.48732452  0.21119192  0.14761682  0.27924203
  0.25986087  0.31195608  0.16433926  0.          0.14761682  0.
  0.          0.09648514 -0.          0.03745974 -0.         -0.
 -0.         -0.          0.09010321  0.10615905  0.25056227 -0.
  0.22140272 -0.          0.3606898   0.10696804]";[0.5067917058922234, 0.38427298127430026, 0.48732452371559815, 0.21119192219992314, 0.1476168187758124, 0.27924203442468315, 0.2598608728746998, 0.3119560771066078, 0.16433925833079535, 0.0, 0.1476168187758124, 0.0, 0.0, 0.09648514180002325, 0.0, 0.03745973978301277, 0.0, 0.0, 0.0, 0.0, 0.09010321048221556, 0.10615905046640235, 0.2505622746091455, 0.0, 0.2214027176899664, 0.0, 0.36068980059719713, 0.10696803761980914]
83;84;Минеральные Воды;Stavropol;;"[ 0.4460354   0.35302287  0.36470284  0.40558877  0.21739564  0.36845616
  0.19009562  0.22170129  0.15481027  0.10390675  0.205178    0.1604278
  0.08950041 -0.          0.36254213 -0.          0.16904717  0.10610229
  0.03059825  0.16334953 -0.         -0.         -0.          0.1671184
 -0.         -0.         -0.         -0.        ]";[0.42879322258114055, 0.35721140910916926, 0.3605818556879889, 0.37561441233077825, 0.2270439174868663, 0.3582039995331947, 0.2030672789549953, 0.24035075961952496, 0.18887774333773533, 0.1333949980757988, 0.19345926474159492, 0.18297821608457038, 0.09749875724899468, 0.07390061436675639, 0.18127106567744095, 0.06363121548645374, 0.08452358541424987, 0.05305114400298425, 0.09313989174777884, 0.08167476534636112, 0.07134600654425705, 0.09800179843457164, 0.0, 0.08355920236756063, 0.0, 0.0, 0.0, 0.13590628183005707]
84;85;Самара;Samara;Samara;"[ 0.43260724  0.34784067  0.38102448  0.42611084  0.23086092  0.36627004
  0.19931633  0.2204474   0.1361352   0.          0.20236187  0.17277167
  0.         -0.          0.41178157 -0.          0.18860639  0.23374309
 -0.          0.24778806 -0.         -0.         -0.          0.23541547
 -0.         -0.         -0.         -0.        ]";[0.4326072435500708, 0.34784067425902093, 0.38102448478805, 0.4261108366833617, 0.2308609203936969, 0.366270042276111, 0.19931633400093046, 0.220447401541041, 0.13613519799407034, 0.0, 0.20236186878140203, 0.17277167204933672, 0.0, 0.0, 0.4117815669742792, 0.0, 0.18860638657175594, 0.23374308562131332, 0.0, 0.24778805749662003, 0.0, 0.0, 0.0, 0.23541546877342906, 0.0, 0.0, 0.0, 0.0]
85;86;Саратов;Saratov;Saratovskiy;"[ 0.42637711  0.35339214  0.35832958  0.35024488  0.22310521  0.35507873
  0.22772457  0.26325238  0.20993462  0.13028693  0.18969564  0.17669607
  0.13028693  0.19465806 -0.          0.12734659 -0.         -0.
  0.05185503 -0.          0.18942297  0.21712471  0.01235624 -0.
 -0.         -0.          0.05910588  0.23096768]";[0.4263771126132987, 0.35339213854584256, 0.3583295765800581, 0.35024488485540684, 0.2231052097103538, 0.3550787324299785, 0.22772457476271266, 0.26325238431640635, 0.20993462209607688, 0.13028692883548879, 0.189695637032374, 0.17669606927292128, 0.13028692883548879, 0.19465805906631709, 0.0, 0.12734659303795384, 0.0, 0.0, 0.051855031189113394, 0.0, 0.18942297466850758, 0.21712470963862981, 0.012356239923867345, 0.0, 0.0, 0.0, 0.05910588180745716, 0.23096768031019954]
86;87;Ульяновск;;;"[ 0.43554411  0.36709127  0.35807698  0.33442013  0.21944884  0.35172177
  0.23837656  0.25317506  0.22212274  0.16941004  0.174867    0.18462299
  0.          0.10602333 -0.          0.0951168  -0.         -0.
  0.18173627 -0.          0.09166223  0.32840219  0.12751666 -0.
  0.04845322  0.02849303 -0.         -0.        ]";
87;88;Киров;Kirov;Kirov;"[ 0.53314304  0.43562832  0.35925751  0.32813284  0.15536619  0.31310818
  0.          0.26399517  0.27911362  0.          0.          0.13955681
  0.          0.04010268 -0.          0.24458718 -0.         -0.
  0.09571977 -0.          0.24342245 -0.          0.22558585 -0.
 -0.          0.01524205  0.44200302  0.69117247]";[0.533143035720161, 0.4356283196186855, 0.3592575124592602, 0.3281328376544611, 0.15536618824868123, 0.3131081832139668, 0.0, 0.2639951702839115, 0.2791136176169128, 0.0, 0.0, 0.1395568088084564, 0.0, 0.040102678158824394, 0.0, 0.24458718484579153, 0.0, 0.0, 0.09571977454833844, 0.0, 0.2434224531538329, 0.0, 0.22558585014448765, 0.0, 0.0, 0.015242053732040555, 0.4420030162003709, 0.6911724688716572]
88;89;Сыктывкар;Komi;Syktyvkar;"[ 0.42465243  0.37550253  0.3521997   0.35414177  0.22341763  0.34951856
  0.21867638  0.27165679  0.22566697  0.15277485  0.17018253  0.17967716
  0.          0.24462234  0.12036975 -0.          0.07670214  0.06880985
 -0.          0.03048646 -0.          0.37757126  0.18198124 -0.
  0.18752256  0.13649968 -0.         -0.        ]";[0.5848218192751015, 0.40824748273452033, 0.3947798687965651, 0.21130588522013832, 0.10228246377631663, 0.22169635488414147, 0.1421854779135465, 0.2328852705286691, 0.15171883047693385, 0.04826484959859539, 0.04695841440087177, 0.09889744708849794, 0.0, 0.07972992565649528, 0.024073949494363867, 0.23448674349246942, 0.024930488227958545, 0.013761970637517407, 0.10574112325608045, 0.00609729158705965, 0.06327851711219097, 0.13619646045918796, 0.1267829489918035, 0.05298897173967433, 0.18061141697349148, 0.11372422367371533, 0.2938037044459142, 0.4832165259780127]
89;90;Бодайбо;Irkutsk;;"[ 0.67819277  0.58962488  0.34845895  0.          0.          0.09720017
  0.          0.19440033  0.15405862  0.          0.          0.
  0.         -0.         -0.          0.32954865 -0.         -0.
  0.24891934 -0.          0.00321395 -0.          0.0794306  -0.
  0.06160401  0.29244344  0.42272586  0.89596252]";[0.6762464157772842, 0.43081904437200097, 0.3618421284182035, 0.1005059023978382, 0.06372160993684756, 0.12627152759835383, 0.06984130551350484, 0.13908592582527066, 0.101226422002942, 0.02600914366940693, 0.04480769404395495, 0.050793919293341504, 0.014410687480712125, 0.11432158397044644, 0.11587135428224031, 0.3168947551025742, 0.050228436919259545, 0.09141320606717314, 0.1638119253026527, 0.13668781319613443, 0.02390413772449514, 0.09480518423695507, 0.09169605461252298, 0.16548429104120568, 0.1576778799842876, 0.21768041977545913, 0.29644794951551406, 0.6957729848342996]
90;91;Краснокаменск;Zabaykalsky;Krasnokamensky District;"[ 0.84577706  0.34820106  0.40424891  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49311846 -0.         -0.
  0.2711794  -0.         -0.         -0.          0.03499209  0.2268714
  0.23739022  0.28236568  0.05889186  1.10824055]";[0.7425420687078763, 0.36699567388724985, 0.3981877914588986, 0.09894238200187923, 0.054006222412638576, 0.08823031413981786, 0.05478287683012353, 0.06355535071149866, 0.04481440406155575, 0.019194786387552093, 0.041895660567283576, 0.019194786387552093, 0.0, 0.08764703603601996, 0.0, 0.3648483720644283, 0.008934324642623982, 0.08643453857513886, 0.21500987972231472, 0.0, 0.07593035134518578, 0.16265018273721274, 0.021445388286177765, 0.1484253701592093, 0.14003594032842337, 0.2051684302124553, 0.0634792222539516, 0.8434117811410426]
91;92;Жиганск;Sakha;Zhiganskiy;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
92;93;Анапа;Krasnodar;Anapskiy;"[ 0.43513855  0.34789896  0.36384189  0.38707069  0.23301694  0.35538714
  0.17587409  0.24241881  0.19622556  0.1072574   0.19262238  0.19622556
  0.1072574   0.11074325  0.07520129  0.09543059 -0.         -0.
  0.06594537 -0.          0.11637511  0.09508214 -0.         -0.
 -0.         -0.         -0.          0.28301664]";[0.45501132936949173, 0.37180412391441575, 0.3697548432302425, 0.38941274899239703, 0.21123778109599545, 0.3583799487270082, 0.16445260994709987, 0.22939355921635396, 0.1940568307675571, 0.04682827193240591, 0.16544873086869555, 0.17012599278878077, 0.03944172862236948, 0.09437814718202603, 0.338971218314621, 0.03764812252717204, 0.14914175728874, 0.12059743506641857, 0.016486342376021992, 0.2674833613239002, 0.05469544842837564, 0.11366994931425205, 0.053160396508774695, 0.29382023608790775, 0.06078112982472114, 0.0, 0.050678571855533906, 0.07075416107619201]
93;94;Курильск;Hokkaido Prefecture;Shana;"[ 0.7170916   0.57126369  0.39929618  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.51598157 -0.         -0.
  0.49654295 -0.         -0.         -0.         -0.          0.20458291
  0.07545127  0.49718524  0.11910722  1.25503088]";[0.7170915984233504, 0.5712636861781143, 0.3992961812049266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5159815698406276, 0.0, 0.0, 0.49654294760681533, 0.0, 0.0, 0.0, 0.0, 0.20458290966036, 0.07545127478248566, 0.49718524320977797, 0.1191072220707586, 1.255030879456882]
94;95;Омск;Omsk;Omsk;"[ 0.38922265  0.34036399  0.34713598  0.37078283  0.23483759  0.35625436
  0.22148307  0.27321655  0.23483759  0.1193564   0.22311882  0.21257804
  0.06738564  0.09607357  0.13432233 -0.         -0.          0.0534252
  0.09017851 -0.          0.07126062  0.32271206 -0.         -0.
 -0.         -0.         -0.         -0.        ]";[0.3892226499842245, 0.3403639880878675, 0.3471359750701055, 0.3707828267661065, 0.23483759002953677, 0.35625435856853443, 0.22148307260571887, 0.2732165475633195, 0.23483759002953677, 0.11935639891404179, 0.22311882435850247, 0.2125780356025691, 0.06738564298140778, 0.09607357035793937, 0.1343223312562629, 0.0, 0.0, 0.05342520410950455, 0.09017851191093836, 0.0, 0.07126061941951048, 0.32271205781537726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
95;96;Стрежевой;Tomsk;Strezhevoj;"[ 0.81522057  0.45597705  0.35707191  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.47974006 -0.         -0.
  0.26625739 -0.         -0.         -0.         -0.          0.16842994
  0.11646851  0.27016982  0.14654762  1.14963455]";[0.8175287704973534, 0.4811297905554109, 0.31227576065179175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5035985243875869, 0.0, 0.0, 0.2564345539625671, 0.0, 0.0, 0.0, 0.004349782597187141, 0.1628330664537218, 0.15825206286865087, 0.3105737016945547, 0.2381642187466111, 1.1852972902673482]
96;97;Чита;Zabaykalsky;Chita;"[ 0.46219216  0.35381155  0.38560038  0.39576953  0.21602489  0.35292126
  0.21913151  0.2542214   0.17925762  0.07677915  0.16758264  0.07677915
  0.          0.35058814 -0.         -0.          0.0357373   0.34573815
 -0.         -0.          0.30372141  0.65060073  0.01579737 -0.
 -0.         -0.          0.1078101  -0.        ]";[0.7425420687078763, 0.36699567388724985, 0.3981877914588986, 0.09894238200187923, 0.054006222412638576, 0.08823031413981786, 0.05478287683012353, 0.06355535071149866, 0.04481440406155575, 0.019194786387552093, 0.041895660567283576, 0.019194786387552093, 0.0, 0.08764703603601996, 0.0, 0.3648483720644283, 0.008934324642623982, 0.08643453857513886, 0.21500987972231472, 0.0, 0.07593035134518578, 0.16265018273721274, 0.021445388286177765, 0.1484253701592093, 0.14003594032842337, 0.2051684302124553, 0.0634792222539516, 0.8434117811410426]
97;98;Олёкминск;Sakha;;"[ 0.61109406  0.27988935  0.66365413  0.          0.          0.
  0.17161337  0.27988935  0.          0.          0.          0.
  0.         -0.         -0.          0.18310032 -0.         -0.
  0.25300832  0.15286992 -0.         -0.         -0.          0.21269679
  0.09069596 -0.         -0.          0.7562501 ]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
98;99;Омсукчан;Magadan;Omsukchanskiy;"[ 0.79304623  0.45318154  0.40706778  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49228267 -0.         -0.
  0.38268216 -0.         -0.         -0.         -0.          0.13705326
  0.04883144  0.27789617  0.09002333  1.27162935]";[0.7245788289634506, 0.4365031605250376, 0.40027015924119463, 0.06777971500241688, 0.04352478509610177, 0.06777971500241688, 0.04290773614630323, 0.05284148379509838, 0.04352478509610177, 0.024871978856113648, 0.035604871793015073, 0.0332859413043375, 0.015250184014147924, 0.1635037526350551, 0.037606790059714026, 0.3938261351186319, 0.018229131587176158, 0.06100103858595139, 0.30614572665708245, 0.09706287613319678, 0.0, 0.17453547391928112, 0.04499486499653055, 0.20751656690671152, 0.18921064713691046, 0.2708589092647434, 0.07201866793602657, 1.017303477746018]
99;100;Удачный;Sakha;Mirninskiy;"[ 0.59473302  0.44556413  0.46136924  0.28123096  0.          0.23912342
  0.14396664  0.23912342  0.14396664  0.          0.          0.
  0.         -0.         -0.          0.29516386 -0.         -0.
  0.15932351 -0.          0.10506882 -0.          0.11503224 -0.
  0.01819161  0.06655182  0.39501005  0.76921488]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
100;101;Вилюйск;Sakha;;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
101;102;Хабаровск;Khabarovsk;;"[ 0.43688692  0.36564076  0.3629717   0.3751365   0.2369534   0.3483121
  0.19832106  0.24347286  0.2236909   0.09030361  0.16708153  0.18060722
  0.09030361  0.55808689  0.29624237 -0.         -0.          0.43531948
 -0.          0.14974695  0.24254572  0.75147305 -0.         -0.
 -0.         -0.          0.26809199 -0.        ]";[0.5893672168406836, 0.33432258961392103, 0.47667950876733317, 0.0878807749705438, 0.0635736595493419, 0.11676278789946151, 0.12064646928831935, 0.1349035049886655, 0.06865113229102536, 0.012900515471751525, 0.03167556788255189, 0.05054793159378664, 0.012900515471751525, 0.16509817563056722, 0.04580462182107477, 0.252026232805019, 0.023243224455427782, 0.06218849668257568, 0.1530810775216262, 0.1702062085022003, 0.056924717364419015, 0.2627957324652336, 0.07597123080141192, 0.3153558826437845, 0.28784290980802535, 0.12411886915582716, 0.1919159046243295, 0.5354443407397447]
102;103;Ленск;Sakha;Lenskiy;"[ 0.56788565  0.34529704  0.56788565  0.08280654  0.          0.21405179
  0.29685832  0.29685832  0.          0.          0.08280654  0.
  0.         -0.         -0.          0.09285703 -0.         -0.
  0.18441262  0.13452434 -0.         -0.         -0.          0.2221744
  0.1728482  -0.         -0.          0.47777011]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
103;104;Бугульма;Tatarstan;Bugul'minskiy;"[ 0.49085692  0.29803697  0.53239671  0.17800368  0.06340619  0.30148929
  0.30481605  0.30481605  0.          0.          0.24140986  0.12681238
  0.          0.02158905 -0.          0.1102869  -0.         -0.
  0.17159961  0.04454213 -0.         -0.          0.07879388  0.03396732
  0.26930013 -0.          0.00327387  0.12554655]";[0.45770433597655424, 0.34164008632446147, 0.423172360215018, 0.32407039046403163, 0.15729894984914342, 0.3423191223105903, 0.23495774999780536, 0.2604586247425612, 0.12074116269680674, 0.06577423784567205, 0.17629472558334247, 0.16277712926357712, 0.031768478353409256, 0.061171799477062645, 0.15160906417784034, 0.0846077331443331, 0.06817960188725908, 0.049093124071890794, 0.09761473694181744, 0.08701578897845465, 0.042971534181568675, 0.0881574558594833, 0.036397802771632855, 0.04724202675782174, 0.0897667083383895, 0.0, 0.041201168942582696, 0.09325220012818307]
104;105;Надым;Yamalo-Nenets;Nadymsky District;"[ 0.47702093  0.41327394  0.35364361  0.34019962  0.16530958  0.3426138
  0.12108708  0.27367609  0.25334063  0.05214937  0.13480415  0.20374187
  0.          0.12542764 -0.          0.21073657 -0.         -0.
  0.14770769 -0.          0.22429564  0.13029967  0.2607925  -0.
  0.02481944  0.09959238  0.3983218   0.30242506]";[0.43949330472901443, 0.3675271983175075, 0.3585335285769424, 0.3707103823475738, 0.20273960871783883, 0.357552181802588, 0.19397204023101272, 0.251583136734003, 0.21407945439239226, 0.09946200236547595, 0.16333462198754445, 0.2035438791802047, 0.037155211169919225, 0.11126981324181706, 0.04045407884595622, 0.10001215673038544, 0.012246843334990428, 0.0057795560759028135, 0.08571550278933976, 0.0, 0.1076488791138858, 0.20448445222502437, 0.10117581808892112, 0.0, 0.006204860653012625, 0.024898095989124944, 0.13220994439183528, 0.11499278285771544]
105;106;Кодинск;Krasnoyarsk;Kezhemsky District;"[ 0.85961759  0.28341739  0.42512609  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49675842  0.02278213 -0.
  0.2481285  -0.         -0.         -0.          0.1078745  -0.
  0.23393838  0.21402871  0.0906441   1.05428392]";[0.7537177243935558, 0.3258730662466827, 0.4217448793990444, 0.062350824292711084, 0.03475118201144362, 0.0675603153041036, 0.035825367078433965, 0.06012802433262702, 0.06012241060004339, 0.015170835373402192, 0.02866169285971684, 0.02797654780621649, 0.0, 0.06464313243445184, 0.07523052194135847, 0.37256064067874006, 0.07846458080049817, 0.09341770768199581, 0.19301602752117242, 0.11312795381595127, 0.02679149916411122, 0.09478201865783036, 0.09335848660447826, 0.22211981824170476, 0.21424701642732247, 0.18678079986640883, 0.15933242215542345, 0.8386605882345529]
106;107;Благовещенск;Amur;Blagoveshchenskiy;"[ 0.41810074  0.35506842  0.34872288  0.35197195  0.24325486  0.3559697
  0.18283213  0.2721546   0.23987244  0.12831867  0.18283213  0.20383185
  0.10613076  0.22183592 -0.          0.12299435 -0.         -0.
  0.09413883 -0.          0.20104199  0.26745135  0.05400743 -0.
 -0.         -0.          0.0395881   0.19130996]";[0.41810073974592393, 0.3550684213727109, 0.3487228801382618, 0.35197194869273346, 0.2432548621797795, 0.35596970308077985, 0.1828321298917722, 0.27215459830544103, 0.23987244120013065, 0.12831866994048546, 0.1828321298917722, 0.20383184523554257, 0.10613076476095033, 0.22183592270936675, 0.0, 0.12299434823349666, 0.0, 0.0, 0.09413882956850407, 0.0, 0.20104198790405498, 0.26745135037958223, 0.05400743162875326, 0.0, 0.0, 0.0, 0.039588097639395456, 0.19130996266990588]
107;108;Черский;Sakha;Nizhnekolymskiy;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
108;109;Кепервеем;;;"[ 0.79304623  0.45318154  0.40706778  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49228267 -0.         -0.
  0.38268216 -0.         -0.         -0.         -0.          0.13705326
  0.04883144  0.27789617  0.09002333  1.27162935]";
109;110;Усть-Нера;Sakha;Oymyakonskiy;"[ 0.60559545  0.32140239  0.61704911  0.          0.          0.17930586
  0.23174946  0.25168759  0.          0.          0.          0.
  0.         -0.         -0.          0.13387299 -0.         -0.
  0.28787871  0.13917944 -0.         -0.         -0.          0.20492011
  0.08290579 -0.         -0.          0.60419203]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
110;111;Липецк;Lipetsk;;"[ 0.52351199  0.31847643  0.47098074  0.31847643  0.          0.32670495
  0.24953791  0.30444548  0.          0.          0.18969561  0.0598423
  0.         -0.         -0.          0.17209777 -0.         -0.
  0.02651993 -0.          0.01553006 -0.          0.09739087 -0.
  0.25899138 -0.          0.28045202  0.2640437 ]";[0.5235119930969137, 0.3184764250143035, 0.47098073757508635, 0.3184764250143035, 0.0, 0.3267049523243245, 0.2495379086975844, 0.30444548464137255, 0.0, 0.0, 0.18969560731056354, 0.0598423013870209, 0.0, 0.0, 0.0, 0.1720977701418143, 0.0, 0.0, 0.026519932975020557, 0.0, 0.015530057070265415, 0.0, 0.0973908725375893, 0.0, 0.258991384264193, 0.0, 0.28045201792652874, 0.2640436984551789]
111;112;Аян;Khabarovsk;Ayano-Mayskiy;"[ 0.8174296   0.36712578  0.44387781  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.48202359 -0.         -0.
  0.32012885 -0.         -0.         -0.          0.00824233  0.23132416
  0.19391162  0.2508766  -0.          1.14785969]";[0.5893672168406836, 0.33432258961392103, 0.47667950876733317, 0.0878807749705438, 0.0635736595493419, 0.11676278789946151, 0.12064646928831935, 0.1349035049886655, 0.06865113229102536, 0.012900515471751525, 0.03167556788255189, 0.05054793159378664, 0.012900515471751525, 0.16509817563056722, 0.04580462182107477, 0.252026232805019, 0.023243224455427782, 0.06218849668257568, 0.1530810775216262, 0.1702062085022003, 0.056924717364419015, 0.2627957324652336, 0.07597123080141192, 0.3153558826437845, 0.28784290980802535, 0.12411886915582716, 0.1919159046243295, 0.5354443407397447]
112;113;Депутатский;;;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";
113;114;Саккырыр;Sakha;Eveno-Bytantayskiy;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
114;115;Чара;Zabaykalsky;Kalarsky District;"[ 0.84577706  0.34820106  0.40424891  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49311846 -0.         -0.
  0.2711794  -0.         -0.         -0.          0.03499209  0.2268714
  0.23739022  0.28236568  0.05889186  1.10824055]";[0.7425420687078763, 0.36699567388724985, 0.3981877914588986, 0.09894238200187923, 0.054006222412638576, 0.08823031413981786, 0.05478287683012353, 0.06355535071149866, 0.04481440406155575, 0.019194786387552093, 0.041895660567283576, 0.019194786387552093, 0.0, 0.08764703603601996, 0.0, 0.3648483720644283, 0.008934324642623982, 0.08643453857513886, 0.21500987972231472, 0.0, 0.07593035134518578, 0.16265018273721274, 0.021445388286177765, 0.1484253701592093, 0.14003594032842337, 0.2051684302124553, 0.0634792222539516, 0.8434117811410426]
